name,artist_1,artist_2,uri,duration_ms,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
Got To Be Real - Single Version,'Cheryl Lynn',,spotify:track:1wRHNlEjTmpaXv99BFAGnV,222427,0.797,0.697,9,-8.659,0,0.0472,0.048,0.00535,0.0808,0.861,114.65
Howling - Âme Remix,'Frank Wiedemann', 'Ry',spotify:track:4iZijR47a9NMPNZuJ8skxP,485221,0.615,0.548,6,-10.742,0,0.0319,0.00622,0.0543,0.111,0.118,124.985
Holiday,'Will And The People',,spotify:track:1uU3163Dy2sfPgvgrO2Dbl,182893,0.465,0.792,9,-5.66,0,0.109,0.0354,0.0,0.212,0.852,161.525
Limbo,'Sin Cos Tan',,spotify:track:2GOMqCKMt5f3EgmUOd0KbP,205800,0.761,0.698,3,-7.627,0,0.0343,0.00581,0.0825,0.153,0.863,129.991
Lay Your Head Down,'Keren Ann',,spotify:track:6jgXYzHlc5j9grscVfzedQ,283680,0.626,0.471,1,-8.29,1,0.024,0.34,0.538,0.149,0.26,102.094
Biese Bouwe,'17 Hippies',,spotify:track:0mEFfYIUO3HxLPaV2qTACe,216689,0.611,0.523,7,-10.432,1,0.045,0.709,0.000376,0.102,0.957,180.034
Destiny feat. Pional,'John Talabot', 'Pional',spotify:track:6gmu5y1petI3ovZRpnqMZv,293627,0.649,0.8,10,-9.663,0,0.0345,0.0361,0.343,0.0708,0.342,111.001
Stay Open,'Jon Mcxro', 'Rhye',spotify:track:524OBVUIIuxtTMuOWYDb4V,250544,0.694,0.672,9,-7.785,0,0.0902,0.371,0.0068,0.393,0.41,90.957
How I Got Over,'The Roots',,spotify:track:2SxGqK6czA9NGGYLOu2Ibf,213773,0.637,0.793,5,-4.538,0,0.0821,0.00575,0.0,0.597,0.81,122.251
Orphans,'Beck',,spotify:track:3ZeFJj6Gj1wlZrIkpsXWG3,197920,0.723,0.607,0,-7.307,1,0.0377,0.0496,0.506,0.0638,0.385,123.223
Northern Girls,'Belleruche',,spotify:track:26sbsSSpJjHeWuuisKbkq4,223320,0.886,0.499,7,-6.97,1,0.0507,0.372,0.00204,0.121,0.491,114.919
The Klan,'Gil Scott-Heron',,spotify:track:5MF1Dqe1Ddi9OuRjGEfFwV,288853,0.777,0.471,2,-15.125,0,0.0714,0.143,7.93e-05,0.0815,0.748,119.923
Mother Mother,"""Fat Freddy's Drop""",,spotify:track:4RfxhPpNyY4y1quN1fTcHC,539146,0.736,0.691,5,-9.307,0,0.0385,0.0174,0.782,0.097,0.377,114.988
Staring At The Sun,'TV On The Radio',,spotify:track:26KpVWDUnBZS6Kq4SxoEjp,205987,0.349,0.585,5,-9.021,0,0.0409,0.000476,0.298,0.152,0.194,119.914
Hoje Eu Quero Sair Só,'Lenine',,spotify:track:3MlTmlmooUijgyJJswZfm1,338387,0.773,0.549,7,-10.091,1,0.0424,0.222,0.000986,0.106,0.707,94.014
If My Mind Could Beat My Heart,'Tim Knol',,spotify:track:2HKtsN1a49Bt6auIg0Da4D,248400,0.671,0.538,1,-8.164,1,0.026,0.505,0.000214,0.101,0.479,112.035
Stoned Immaculate,'Dub Syndicate',,spotify:track:49aWsM5My3XhySGSp8vhyY,276507,0.784,0.408,0,-14.55,1,0.433,0.195,2.67e-06,0.158,0.782,170.515
PJ,'Jesse Woods',,spotify:track:0mUd52uVlCBWVYgHxoJnlm,150893,0.649,0.428,6,-8.3,1,0.0278,0.668,6.89e-06,0.122,0.357,134.259
We Could Forever,'Bonobo',,spotify:track:3m84dFFp9X88XWFyOfQ6MZ,259840,0.668,0.884,7,-7.093,0,0.0377,0.0183,0.902,0.263,0.637,116.963
The Morning,'The Weeknd',,spotify:track:5ijr4mcVJokrKmtBy1XRPY,312427,0.656,0.555,6,-7.6,0,0.0374,0.34,0.0,0.0993,0.224,120.096
The Hard Way,'James Hunter',,spotify:track:1hUURDekjvG5peoVXz2FIW,149027,0.761,0.603,6,-7.388,0,0.0403,0.568,0.0,0.0944,0.969,138.112
Disco Quatro - Psychemagik Remix,'Quentin Quatro',,spotify:track:2IZMHdTacRWhST8LIN6qQw,370080,0.688,0.83,2,-6.395,1,0.0481,0.000488,0.119,0.195,0.569,109.999
Carnival,'Eric Clapton',,spotify:track:6XtWUOrLDEd6W54GDFfvht,224200,0.477,0.823,2,-11.737,1,0.0352,0.199,0.00418,0.0779,0.851,110.543
Come Come,'The Slackers',,spotify:track:3UciSfLTpEqgnawyfftIep,205267,0.64,0.759,5,-4.513,1,0.0412,0.0983,0.0,0.136,0.851,134.543
Miss You (Long Edit),'The Dynamics',,spotify:track:50J3Xz9mrtGGkNYHgMZHIL,415640,0.814,0.75,5,-7.364,0,0.0725,0.271,0.104,0.12,0.938,95.346
Velvet Elvis,'Alex Winston',,spotify:track:5SYrYkjnwnz6alxDGdKi5M,219267,0.604,0.799,0,-5.407,1,0.0438,0.117,0.000716,0.114,0.53,111.055
I’m Not The One,'The Black Keys',,spotify:track:7glTb42n2TIYEtVkfvohpC,229187,0.605,0.408,9,-10.012,0,0.0309,0.541,0.000507,0.0919,0.467,139.936
I Wanna Woman,'Woodward',,spotify:track:2rai8gYkjC9iTu1MrhB0BT,225067,0.677,0.392,7,-15.804,1,0.0327,0.731,0.0013,0.123,0.543,123.732
Dooyo,'Dur-Dur Band',,spotify:track:1C6geXkTsZuECxIgy7CV2p,229735,0.73,0.41,10,-10.186,0,0.481,0.903,0.922,0.122,0.885,120.867
Rock & Roll (Shouts Out Back To The Rappers),'G. Love & Special Sauce',,spotify:track:6kaGvCpoDk6rRIXZOByVPr,188067,0.701,0.738,5,-7.677,0,0.102,0.0161,5.31e-06,0.121,0.656,100.589
No eyes - feat Jaw - Original Version,'Claptone',,spotify:track:7HIu6Dilk1KIaFtBl5LtL3,418351,0.923,0.34,3,-10.147,1,0.059,0.0274,0.0706,0.0923,0.408,120.016
Box of Rain - 2001 Remaster,'Grateful Dead',,spotify:track:3jyWPW2PBQGZ9Ebn97suLx,317440,0.524,0.535,2,-11.217,1,0.028,0.448,0.0,0.137,0.763,117.692
I've Been Trying,'DJ Shadow',,spotify:track:3XEz19qG8WPShr4SGgQVQr,192656,0.542,0.671,2,-10.035,1,0.0587,0.617,0.00416,0.594,0.605,170.713
Matin,'Ezéchiel Pailhès',,spotify:track:4uUyXBAx4h8usmOztYOTQx,183840,0.728,0.52,4,-8.836,0,0.0489,0.418,0.00663,0.137,0.943,159.939
When I Paint My Masterpiece - Remastered 2000,'The Band',,spotify:track:4ZFNuJ9eD41EuqITQBYPWG,261267,0.495,0.714,10,-8.27,1,0.0341,0.0367,0.0,0.463,0.532,132.434
The Suburbs,'Arcade Fire',,spotify:track:1M5a4uGEeeptMgQB639oja,317213,0.612,0.681,6,-6.116,0,0.0285,0.0668,0.0207,0.306,0.5,117.615
The Way We Get By,'Spoon',,spotify:track:5367A3pUfCCg4VSg5Jhlhw,160747,0.725,0.662,9,-5.819,0,0.0291,0.363,5.3e-06,0.125,0.591,75.009
You Shook Me,'Muddy Waters',,spotify:track:74oiq2eBa2yuLkGBngr3g9,161760,0.446,0.306,9,-15.103,0,0.0331,0.641,0.000621,0.252,0.556,103.534
All by Myself,'Daryll-Ann',,spotify:track:7og3LGYWWUmrYE41XQK7Hy,162440,0.623,0.539,4,-9.01,1,0.0272,0.312,9.29e-06,0.0798,0.501,109.166
Desire,'Moodymann',,spotify:track:24mkZlzjjE4N7n38pkF3RS,263653,0.809,0.5,6,-13.677,0,0.0511,0.0203,0.119,0.0823,0.162,126.973
All the Colours,'Angus & Julia Stone',,spotify:track:6ilcBTSJ5eT3nMUhrr7H2Q,271453,0.948,0.379,1,-9.908,0,0.287,0.358,0.00095,0.131,0.764,118.132
Rock Stars,'AWKWARD i',,spotify:track:6Do31wTqjJfaaz3S3ExLFR,191227,0.557,0.731,7,-6.512,1,0.0286,0.476,0.00869,0.126,0.794,158.133
What's That?(Gimme That),'Moonlight Mask',,spotify:track:107F3DzRJw0AnUFU7cqMkY,309464,0.528,0.709,7,-4.87,1,0.034,0.0349,0.0146,0.0661,0.414,142.567
Gone Till November,'Wyclef Jean',,spotify:track:0jOXmNowR2j1hVpZMqnz9P,207467,0.677,0.503,4,-9.027,1,0.0867,0.0888,1.48e-05,0.182,0.417,85.926
A Little Love,'Bing Ji Ling',,spotify:track:6yrY7D5Qy1I0RHCJzsH3IS,202187,0.587,0.885,0,-4.998,1,0.0348,0.0182,1.25e-05,0.0646,0.87,129.869
Pick Me Up,'The Clown',,spotify:track:00PmqiW1p3S4imLHpt82Dd,248640,0.567,0.435,0,-7.166,1,0.025,0.313,0.0,0.107,0.177,79.999
Rollerskate,'Matias Aguayo',,spotify:track:5y1AEmfX0f9QBM9CabiN5L,369067,0.839,0.48,6,-12.223,1,0.113,0.323,0.0505,0.0758,0.437,120.973
Man On The Moon,'R.E.M.',,spotify:track:74q8a3WdCCSHbRLU2aoP8a,313533,0.647,0.727,7,-6.323,1,0.0261,0.401,0.000408,0.144,0.695,118.57
50 Ways to Leave Your Lover,'Paul Simon',,spotify:track:6Qb7gtV6Q4MnUjSbkFcopl,217347,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684
Isn't This,'Yung Life',,spotify:track:7lhj5RQfs4R60zV2I8vitI,244584,0.489,0.822,9,-5.805,0,0.0383,0.00178,0.0729,0.499,0.512,150.019
Do It For Free,'G. Love & Special Sauce',,spotify:track:1jywKH0KWvmqkZyU1F6wcW,301533,0.646,0.856,5,-7.134,1,0.076,0.155,7.77e-06,0.0492,0.743,92.131
Coffee Cold,'Galt MacDermot',,spotify:track:6MN6yRVriszuyAVlyF8ndB,205720,0.685,0.472,9,-9.691,0,0.0298,0.785,0.284,0.224,0.475,80.487
Soul Train,'Charles Wright',,spotify:track:6ITzrF6hHDTR97OfK4A8CI,294733,0.699,0.836,2,-10.04,1,0.0714,0.121,8.93e-05,0.224,0.863,122.267
Kindness Be Conceived,'Thao & The Get Down Stay Down',,spotify:track:5M0yqixtZwxjI9iZehtQTU,196347,0.798,0.448,7,-10.666,1,0.0724,0.399,8.5e-05,0.0464,0.53,113.709
Jazzercise '95,'Cherub',,spotify:track:2JEJN5a9ZefMLlMSZma7Ab,253933,0.885,0.786,9,-6.916,0,0.0512,0.304,0.252,0.0576,0.826,108.017
The Breach,'Dustin Tebbutt',,spotify:track:6nfX8FYyKQFDYMb4NSEUyV,257786,0.625,0.626,1,-7.604,1,0.028,0.613,0.0826,0.396,0.575,102.993
Catch The Sun,'Doves',,spotify:track:77x7Jxr5jdd5hhK7b6P2Ec,289667,0.351,0.843,2,-6.488,1,0.0446,0.000867,0.0354,0.186,0.221,130.104
Escapee,'Architecture In Helsinki',,spotify:track:6uh5EIr5yiHqOuTlD0cDmS,178147,0.666,0.743,1,-4.478,1,0.0282,0.0366,1.12e-06,0.124,0.726,110.971
Sloppy Cosmic,'Moodymann',,spotify:track:2E8EbnfOycV8BaUzbCsGqa,708707,0.728,0.423,6,-14.3,0,0.0545,0.522,0.112,0.201,0.629,99.82
Fuck Me Pumps,'Amy Winehouse',,spotify:track:7tqoQlqd9u5ovHIOvhfWeJ,200600,0.89,0.48,7,-6.914,1,0.103,0.0715,0.0,0.11,0.653,102.999
Je m'appelle Jane,'Jane Birkin', 'Mickey 3d',spotify:track:5fDSaYSBr8it2Nvs32xOvd,209000,0.931,0.74,9,-7.749,0,0.112,0.638,0.899,0.0492,0.963,119.629
Lights Out,'Menahan Street Band',,spotify:track:4uGWKMe4MWZq43aBEDGYmg,155613,0.389,0.886,2,-4.736,0,0.0482,0.00207,0.874,0.0629,0.711,190.353
Beautiful Life - Feat. Aqua,'Shawn Anthony', 'Aqua',spotify:track:3IgOUvG0HOn2gAscvGffTP,203716,0.765,0.678,0,-6.286,0,0.0431,0.0642,1.34e-06,0.158,0.657,147.962
Midnight Walker,'Maza Blaska',,spotify:track:6b2MG5YXWC81mq8T113R5O,208373,0.577,0.788,6,-6.815,0,0.0409,0.0494,0.0433,0.593,0.631,103.983
"Wonderful World, Beautiful People - Single Version",'Jimmy Cliff',,spotify:track:5yoAAVeGTLkP7aezWcbsfN,194667,0.769,0.367,2,-16.781,1,0.0305,0.00696,0.0,0.0619,0.891,105.59
Sweet Thing - 1999 Remaster,'Van Morrison',,spotify:track:4dBI72rgkmG0gTzswyBTzz,265547,0.518,0.385,4,-14.636,1,0.0339,0.23,0.000226,0.124,0.712,86.604
Dance Me To The End Of Love,'Pieter Embrechts', 'The New Radio Kings',spotify:track:5J8OHazY65LXOLXiPzTn7m,231893,0.577,0.781,2,-6.359,0,0.0397,0.218,3.29e-05,0.19,0.869,162.973
Fallin' Down ft. Parks,'Julien Dyne',,spotify:track:32CqC2Q3mRDkMDbdfgxohx,340539,0.589,0.474,1,-6.895,1,0.0404,0.76,0.244,0.0684,0.5,97.103
Paddling Out,'Miike Snow',,spotify:track:4LCLQPcpftJT9FOyqCReul,223453,0.602,0.811,10,-3.661,0,0.04,0.0102,0.00334,0.251,0.377,128.175
All You're Waiting For - (Switch Remix Radio Edit),'Classixx', 'Nancy Whang',spotify:track:1JJ4PWlnrbzXvcq49UTO0o,236191,0.693,0.551,1,-9.656,1,0.0365,0.000228,0.583,0.189,0.44,125.96
Home,'Jack Johnson',,spotify:track:5yCrrN0GiJjHkRJGWw5D13,182000,0.622,0.621,2,-8.71,1,0.0307,0.585,7.92e-05,0.292,0.749,149.985
My Love,'Troumaca',,spotify:track:4MGTsL4CIZKBrKW8pASpjr,243320,0.614,0.945,6,-4.377,1,0.0569,0.0335,0.33,0.372,0.802,143.005
Diane Young,'Vampire Weekend',,spotify:track:4YsW2tc2y81nN4fDXMU9NB,160067,0.419,0.803,11,-5.498,1,0.246,0.032,3.7e-05,0.206,0.764,86.958
"Quizas, Quizas, Quizas",'Gaby Moreno',,spotify:track:6nLzpjg8ez2spSLy1TxTrj,229040,0.664,0.3,11,-9.618,1,0.0501,0.685,0.000339,0.139,0.359,99.496
Bienvenue au monde,'Saule',,spotify:track:1PzG7asvge16hgVzoVvYqy,154413,0.799,0.702,5,-8.954,0,0.0933,0.758,5.7e-05,0.112,0.95,119.889
Don't Let Them Break Your Heart (feat. Kenny Knots),"""Mungo's Hi Fi""", 'Kenny Knots',spotify:track:0VVS90kYYnAZvfN3gi2ies,252480,0.742,0.581,0,-10.375,1,0.406,0.133,8.94e-06,0.111,0.713,172.008
Baby I Need You,'The Funkees',,spotify:track:4G0kl0gSf1kLcTmpRj1EAN,216047,0.635,0.848,10,-9.387,0,0.058,0.493,0.00599,0.126,0.476,101.753
Hey Boy,'I am Aisha',,spotify:track:5AInFlW2BUzVFqoPpkP4pO,191802,0.755,0.59,0,-7.231,1,0.202,0.106,0.0,0.092,0.625,84.98
Ritual Union,'Electric Guest',,spotify:track:6q1ujXLbMDkPLOPb8BDtm2,222726,0.738,0.671,11,-5.588,1,0.0348,0.143,0.00157,0.102,0.906,141.873
Kwabena,'Tuesday Born',,spotify:track:45jQERXqVc5x7CQ0Z8lNzJ,228005,0.802,0.608,5,-9.865,1,0.0435,0.0106,0.844,0.1,0.466,139.993
If I Were a Carpenter (Live in Denmark),'Johnny Cash', 'June Carter Cash',spotify:track:7yWk6GcTC0uabiOGimIDRR,179040,0.482,0.43,7,-10.64,1,0.0442,0.577,0.000381,0.153,0.686,88.097
Shaft,'Lloyd Charmers',,spotify:track:7oIb4Fhjfsqz6kbP0owKQr,275714,0.826,0.624,2,-9.058,1,0.248,0.231,0.0261,0.481,0.611,95.993
Zimbabwe,'New Navy',,spotify:track:5r6WYmaWqsV6uFKl11siz5,194366,0.699,0.834,9,-5.839,0,0.0359,0.00735,0.000694,0.28,0.664,125.031
Drag Queens In Limousines,'Mary Gauthier',,spotify:track:2aZ2DV6UktUC1PcbYnBcbX,339800,0.543,0.294,5,-9.868,1,0.0288,0.767,0.0114,0.12,0.194,130.777
Africa 2012 - Jay Tripwire Tonality Mix,'Black Mamba',,spotify:track:561zSkzqA7eBhahBrpWkME,371612,0.817,0.582,11,-13.416,1,0.0868,0.444,0.899,0.111,0.174,124.021
Magnet Eyes,'Matthew Barber',,spotify:track:1yNTUbTVuVAvR3RJc0m7H2,192720,0.593,0.328,4,-10.493,1,0.0264,0.437,0.00414,0.0797,0.476,63.326
Carry Go Bring Home,'The Selecter',,spotify:track:4C82UhdP2Dz1The8AszeBK,177800,0.878,0.725,11,-12.574,1,0.0393,0.0666,0.000114,0.104,0.985,142.783
White Horse,'Laid Back',,spotify:track:3FeQweSLSbVkLcPDZuTiGX,237320,0.812,0.554,7,-10.978,1,0.0567,0.00254,0.698,0.0558,0.785,123.289
I Apologise (Dear Simon),'Moss',,spotify:track:5UlKOqYsYLYlawVL6rniky,198227,0.578,0.668,9,-6.33,1,0.0345,0.11,0.000655,0.154,0.483,110.982
Big Men in the Sky,'Mandolin Orange',,spotify:track:4nMh2klQ1cK9hWuhKReElk,245853,0.453,0.305,2,-10.978,1,0.0301,0.796,0.0564,0.124,0.202,87.803
Me and Julio Down by the Schoolyard,'Paul Simon',,spotify:track:6vxHp3CDNo0afgKGp2yi1E,164813,0.626,0.816,9,-10.593,1,0.13,0.237,1.8e-06,0.104,0.798,105.33
A Town Called Obsolete - Radio Edit,'Andreya Triana',,spotify:track:6sYrQwhrfGA6lUBgUFpCHk,173043,0.709,0.586,9,-7.657,0,0.0393,0.055,0.0113,0.111,0.421,100.025
Make A Move (Radio Riddler Remix),'The Black Seeds',,spotify:track:4FF516Bzk5v3NKPH2QKBmA,277032,0.81,0.584,11,-8.2,0,0.0358,0.0155,5.49e-06,0.329,0.767,96.015
To Try For The Sun,'Donovan',,spotify:track:1TJjDMp6dEex6gHpX4jJLx,217493,0.523,0.282,11,-16.588,1,0.0316,0.831,0.0724,0.0874,0.628,108.89
Man Like That,'Gin Wigmore',,spotify:track:7lMekLdVaz6YpCYwYWVU0S,170853,0.609,0.877,8,-3.117,1,0.0684,0.00085,0.00416,0.431,0.578,102.988
Rinse Me Down,'Bombay Bicycle Club',,spotify:track:1133iOkr2WaDU95qsVnkpK,190248,0.659,0.835,4,-8.075,1,0.0277,0.278,0.282,0.138,0.969,149.979
TJ on a Spree,'Paulusma',,spotify:track:2u7F1xVIoefjcKTGy5H7PF,228400,0.557,0.42,11,-9.632,0,0.0377,0.844,0.000154,0.0987,0.595,111.219
Diamond Lil,'David Bromberg',,spotify:track:2MGWxLJknymnjSmj4hHcyZ,388133,0.666,0.127,4,-21.695,1,0.0364,0.83,0.0202,0.0965,0.238,120.991
Too Many Questions,'Sam Sparro',,spotify:track:7q6qU0lPOQDAD92OgpkTBe,236173,0.644,0.75,11,-6.605,0,0.168,0.0161,1.74e-05,0.199,0.695,95.92
S.O.U.R - Rockwell Remix,'SpectraSoul feat. Echo Park', 'SpectraSoul',spotify:track:2FFktQupNygYyyNOJmaOHg,226972,0.591,0.893,11,-3.761,1,0.0667,0.000197,0.192,0.761,0.075,174.995
Happy Jack - Long Version,'Rilan & The Bombardiers',,spotify:track:0FkT5TJF8Nuh9tdUSUUfzW,275760,0.628,0.898,0,-6.336,1,0.0412,0.113,1.11e-05,0.467,0.589,108.073
Johnny Too Bad,'Taj Mahal',,spotify:track:2IzMlIwhoCWV3E3JrF9gq1,194827,0.664,0.243,7,-19.972,1,0.167,0.424,0.776,0.0308,0.648,146.156
Cocaine,'J.J. Cale',,spotify:track:2SgxxlQtaZkSL8BAakqcIq,172533,0.8,0.408,6,-14.322,1,0.045,0.391,0.292,0.109,0.583,103.667
Imma Star (Everywhere We Are),'Jeremih',,spotify:track:3DUrKh7asMysdyimwSkUig,261373,0.66,0.361,6,-10.418,1,0.089,0.438,0.0,0.39,0.604,148.073
Peculiar,"""Chef'Special""",,spotify:track:28jIlvQDOOz80RFvq5UB24,162517,0.848,0.837,7,-7.426,1,0.0694,0.128,5.5e-06,0.0904,0.787,132.013
Homesick And Lonesome Blues,'Blind Boy Fuller',,spotify:track:4CTBsOx0rH1AZvkxFSGCpc,189518,0.642,0.262,8,-13.698,1,0.0416,0.986,0.00339,0.167,0.477,111.146
Bullets,'Tunng',,spotify:track:2LbuHO4j0RQrkBOMXsdSgV,358547,0.76,0.416,6,-8.347,0,0.043,0.688,7.15e-06,0.261,0.568,95.013
My Sisters,'Margot',,spotify:track:6Pl5TgxYN9mu7oJZFuEU80,311880,0.726,0.683,3,-9.226,1,0.0332,0.0495,0.693,0.113,0.277,121.003
Platoon,'Jungle',,spotify:track:01XMhShknSnb4FUI0olfki,190330,0.655,0.704,0,-10.341,0,0.0413,0.464,0.877,0.134,0.699,99.96
I'll Stay Here,'Balthazar',,spotify:track:4AT9Y2HjdOBtzCsgXUosb1,182187,0.481,0.642,2,-5.772,0,0.0484,0.0108,0.0,0.387,0.569,177.002
But the Neighbors Don't Complain,'Apes in the Orange Grove',,spotify:track:4ehsLYvhu9iqCz7IkuEmRe,238379,0.451,0.625,5,-8.764,1,0.052,0.00676,0.0102,0.0853,0.333,101.029
House of the Rising Sun,'Idris Muhammad',,spotify:track:0ggo2PQvf6xG7RWF5z1pHN,282093,0.702,0.75,9,-7.844,0,0.0407,0.0744,0.0322,0.0525,0.823,119.911
That's Not My Name,'The Ting Tings',,spotify:track:0GrrLYCH8u81aENhC8FBF4,310573,0.755,0.901,9,-3.152,1,0.0893,0.0451,0.0373,0.363,0.959,145.042
Eventually,'The Phoenix Foundation',,spotify:track:1IodL9hl84IrOxBoj03l0c,328907,0.465,0.543,9,-10.419,1,0.0264,0.745,0.601,0.123,0.251,100.741
Me & Mr Jones,'Amy Winehouse',,spotify:track:2VAWqb0VlzqXwo9eRadGWn,151573,0.59,0.803,4,-2.518,1,0.085,0.537,0.0,0.105,0.477,87.851
Arthur's Theme (Best That You Can Do) (performed by Nadeah),'Hollywood, Mon Amour',spotify:track:7GGgcyjunJylrCkKqsYFkD,224027,0.55,0.53,11,-6.573,0,0.0276,0.416,0.0,0.0749,0.495,129.954
Alive,'Empire of the Sun',,spotify:track:0UB1ORB5L02Yb4PtXgLDj1,204591,0.522,0.885,5,-3.086,1,0.0362,0.103,1.25e-06,0.0685,0.432,119.952
Bastará,'Los Cafres',,spotify:track:5fRgvfgF4TM947Gi6qOlcF,279920,0.734,0.604,8,-5.916,1,0.0548,0.205,3.12e-06,0.254,0.927,84.965
Chocolate Elvis,'Tosca',,spotify:track:3DJFqpgwOz74Bx556F316C,307760,0.784,0.648,10,-10.725,0,0.0439,0.0548,0.174,0.309,0.441,96.906
Batuco No Chão,'Martinho Da Silva',,spotify:track:1JKXmlV4D1HOLzFOWAvulF,216093,0.75,0.579,11,-14.871,1,0.0462,0.651,4.69e-05,0.0938,0.967,111.758
Hombre,'M.I.A.',,spotify:track:3a35Fh98NRZlYPOpPw2nbP,242013,0.552,0.672,7,-7.18,1,0.0491,0.0217,0.000531,0.0511,0.698,105.158
Start Again,'Gin Ga',,spotify:track:0CtSe4Zwhsy1XIK5xUbsND,373000,0.531,0.742,9,-5.57,0,0.0311,0.00978,0.0,0.101,0.307,120.955
You're the One That I Want,'Angus & Julia Stone',,spotify:track:2lMT78bIa5p661B5ajMIbr,194960,0.602,0.0658,5,-13.76,0,0.0371,0.89,0.0,0.108,0.31,80.073
Highway 61 Revisited,'Bob Dylan',,spotify:track:6os5B6xjuke9YfBKH3tu1e,205827,0.49,0.808,10,-6.725,1,0.0409,0.475,0.0,0.232,0.604,73.434
Summer In The City,'Quincy Jones',,spotify:track:157llmCqs15bAa3T4z3H1a,244440,0.572,0.281,9,-16.547,0,0.0448,0.592,0.296,0.102,0.345,81.386
Good Time,'Brazilian Girls',,spotify:track:0FSkfRJZkDpB6lE3wWHl9o,228600,0.794,0.839,10,-6.373,0,0.0526,0.0505,0.106,0.137,0.767,129.98
Make It Pop,'Oh Blimey',,spotify:track:1ysz2vEI1EMrND6bh1Qf8o,185850,0.926,0.517,1,-8.738,1,0.155,0.00943,0.000246,0.424,0.503,100.005
Just The Blues,'Fleetwood Mac',,spotify:track:2o3k2nrq8smGJRpF9Az0YY,337107,0.558,0.0414,7,-18.783,1,0.0586,0.848,3.16e-05,0.169,0.148,140.566
La ritournelle,'Sébastien Tellier',,spotify:track:0qG1teoBvooRo7Z5Z8edCk,454480,0.558,0.723,0,-11.214,0,0.0312,0.00405,0.501,0.0863,0.526,102.833
Get Out Of My Way,'Joe Torres',,spotify:track:788AMncNwCqWOzbiJAZft2,170920,0.603,0.514,7,-8.752,1,0.0559,0.511,0.0,0.148,0.704,136.489
Airplaying,"""Chef'Special""",,spotify:track:2Hpy3cESv6Nn6xwGTyBhzC,185362,0.767,0.758,5,-5.437,1,0.0524,0.00927,0.0,0.28,0.847,124.049
#Beautiful,'Mariah Carey', 'Miguel',spotify:track:7EdM7TwvlDqwQLUs6DBJkW,202640,0.67,0.727,4,-7.385,1,0.0385,0.495,2.45e-05,0.204,0.446,106.978
Walking On Sunshine,'Eddy Grant',,spotify:track:1157WHGFCWcuC9Kb9G5F8i,322992,0.737,0.501,1,-16.249,1,0.0649,0.655,0.184,0.0941,0.914,114.974
Til The End,'James Hunter',,spotify:track:5H1Pw2HYKXOCZRXsdormYC,259053,0.74,0.147,7,-10.665,1,0.0474,0.791,0.000486,0.105,0.349,81.411
Man for the Job,'Maison du Malheur',,spotify:track:43g6WWAG3gZVo90055vZ8A,251413,0.701,0.637,10,-6.234,0,0.0423,0.243,0.0228,0.0943,0.692,138.799
Caracol (Remix of Tremor Original) [feat. Wenceslada],'Chancha Via Circuito',,spotify:track:2gA0Hbt7GIg1nXxcffcaty,290998,0.697,0.521,3,-10.53,0,0.0308,0.63,0.505,0.105,0.37,79.999
Knee Socks,'Arctic Monkeys',,spotify:track:11Z7DsmzTwKIEbSSnPwH1C,257563,0.665,0.542,11,-8.323,0,0.033,0.123,0.00291,0.342,0.587,97.975
Too Dry to Cry,'Willis Earl Beal',,spotify:track:2mHzmh7saA4O2ZbHFxFp27,279733,0.71,0.505,7,-10.596,1,0.0649,0.908,2.79e-06,0.108,0.428,79.491
Banker's Blues - Remastered 2011,'Rory Gallagher',,spotify:track:1K8uPzV3wXJ168vIK08Ihg,283573,0.62,0.326,9,-11.125,1,0.0387,0.659,0.0756,0.0468,0.586,91.374
Gypsy,'Gardens & Villa',,spotify:track:1oi3EOkdnolDff1atd8Wm3,280200,0.557,0.726,8,-7.212,1,0.0326,0.831,0.0335,0.0982,0.402,129.395
I Really Need Love,'The Bees',,spotify:track:0RrSZWuWiIR7ETRjKZBUib,339667,0.419,0.65,2,-8.851,1,0.0439,0.547,0.0,0.185,0.777,92.765
Better Off (feat. Kendrick Lamar),'Quadron', 'Kendrick Lamar',spotify:track:2IU9XtrbGviQfWAjg4x9kc,264680,0.565,0.432,0,-11.175,1,0.11,0.672,0.00231,0.0837,0.446,176.157
Fancy,'Bobbie Gentry',,spotify:track:6aarvZBVzYo3sp4NYOBqCp,258913,0.618,0.243,4,-19.003,0,0.0848,0.502,0.0,0.102,0.556,104.373
It's Time,'Eric Lau',,spotify:track:5vk3t2yDN2INfA7C6hILnF,151004,0.753,0.391,10,-8.692,0,0.131,0.00649,0.834,0.0913,0.709,95.382
Okuan Tsentsen Awar,'C.K.Mann',,spotify:track:1eABsRAQ4jbWAydmIxHwKi,404840,0.6,0.7,7,-8.076,0,0.0543,0.863,0.876,0.127,0.695,115.798
No Rest for the Wicked (feat. A$AP Rocky),'Lykke Li',,spotify:track:52YQNEUOcJyJ0iLxeLtYPX,183014,0.616,0.531,7,-6.201,1,0.0315,0.0381,1.06e-05,0.298,0.183,98.92
